"EventID" "TrapID" "StartDate" "EndDate" "Sampling.period..days."
"1503" 1964 48 "2005-07-21" "2005-08-04" 14
"1504" 1965 48 "2005-08-04" "2005-08-16" 12
"1505" 1966 48 "2005-08-16" "2005-08-22" 6
"1506" 1967 48 "2005-08-22" "2005-09-30" 39
"1507" 1968 48 "2005-09-30" "2005-11-03" 34
"1508" 1969 48 "2005-11-03" "2005-12-28" 55
"1509" 1970 48 "2005-12-28" "2006-01-04" 7
"1510" 2062 49 "2003-07-21" "2003-08-05" 15
"1511" 708 49 "2003-08-05" "2003-08-22" 17
"1512" 709 49 "2003-08-22" "2003-09-14" 23
"1513" 710 49 "2003-09-14" "2003-10-05" 21
"1514" 711 49 "2003-10-05" "2004-01-01" 88
"1515" 712 49 "2004-01-01" "2004-06-01" 152
"1516" 713 49 "2004-06-01" "2004-06-07" 6
"1517" 1217 49 "2004-06-07" "2004-06-15" 8
"1518" 1218 49 "2004-06-15" "2004-06-25" 10
"1519" 1219 49 "2004-06-25" "2004-06-30" 5
"1520" 1220 49 "2004-06-30" "2004-07-22" 22
"1521" 1221 49 "2004-07-22" "2004-12-31" 162
"1522" 714 50 "2003-07-21" "2003-08-07" 17
"1523" 715 50 "2003-08-07" "2003-08-21" 14
"1524" 716 50 "2003-08-21" "2003-09-01" 11
"1525" 717 50 "2003-09-01" "2003-09-18" 17
"1526" 718 50 "2003-09-18" "2003-09-23" 5
"1527" 719 50 "2003-09-23" "2003-10-17" 24
"1528" 720 50 "2003-10-17" "2004-03-11" 146
"1529" 721 50 "2004-03-11" "2004-04-06" 26
"1530" 722 50 "2004-04-06" "2004-05-06" 30
"1531" 723 50 "2004-05-06" "2004-06-11" 36
"1532" 724 50 "2004-06-11" "2004-06-23" 12
"1533" 1222 50 "2004-06-23" "2004-07-08" 15
"1534" 2113 50 "2004-07-08" "2004-07-30" 22
"1535" 1223 50 "2004-07-30" "2004-08-05" 6
"1536" 1224 50 "2004-08-05" "2004-08-12" 7
"1537" 1225 50 "2004-08-12" "2004-08-19" 7
"1538" 1226 50 "2004-08-19" "2004-09-03" 15
"1539" 1227 50 "2004-09-03" "2004-09-12" 9
"1540" 1228 50 "2004-09-12" "2004-09-21" 9
"1541" 1229 50 "2004-09-21" "2004-10-14" 23
"1542" 1230 50 "2004-10-14" "2005-03-07" 144
"1543" 1971 50 "2005-03-07" "2005-06-13" 98
"1544" 1972 50 "2005-06-13" "2005-06-26" 13
"1545" 1973 50 "2005-06-26" "2005-07-06" 10
"1546" 1974 50 "2005-07-06" "2005-07-20" 14
"1547" 1975 50 "2005-07-20" "2005-07-27" 7
"1548" 1976 50 "2005-07-27" "2005-08-04" 8
"1549" 1977 50 "2005-08-04" "2005-08-10" 6
"1550" 1978 50 "2005-08-10" "2005-08-17" 7
"1551" 1979 50 "2005-08-17" "2005-08-21" 4
"1552" 1980 50 "2005-08-21" "2005-09-07" 17
"1553" 284 51 "2003-07-23" "2003-08-05" 13
"1554" 285 51 "2003-08-05" "2003-08-20" 15
"1555" 286 51 "2003-08-20" "2003-09-04" 15
"1556" 287 51 "2003-09-04" "2003-09-23" 19
"1557" 288 51 "2003-09-23" "2003-10-15" 22
"1558" 289 51 "2003-10-15" "2003-11-05" 21
"1559" 725 51 "2003-11-05" "2004-04-05" 152
"1560" 726 51 "2004-04-05" "2004-05-17" 42
"1561" 727 51 "2004-05-17" "2004-06-04" 18
"1562" 728 51 "2004-06-04" "2004-06-15" 11
"1563" 1231 51 "2004-06-15" "2004-07-06" 21
"1564" 1232 51 "2004-07-06" "2004-07-21" 15
"1565" 1233 51 "2004-07-21" "2004-08-12" 22
"1566" 1234 51 "2004-08-12" "2004-08-25" 13
"1567" 1235 51 "2004-08-25" "2004-09-13" 19
"1568" 1236 51 "2004-09-13" "2004-09-27" 14
"1569" 183 52 "2003-08-01" "2003-08-18" 17
"1570" 184 52 "2003-08-18" "2003-09-01" 14
"1571" 185 52 "2003-09-01" "2003-09-22" 21
"1572" 2063 52 "2003-09-01" "2003-09-22" 21
"1573" 186 52 "2003-09-22" "2003-10-14" 22
"1574" 734 52 "2003-10-14" "2003-12-02" 49
"1575" 2108 52 "2003-12-02" "2004-05-08" 158
"1576" 735 52 "2004-05-08" "2004-05-28" 20
"1577" 736 52 "2004-05-28" "2004-06-18" 21
"1578" 1237 52 "2004-06-18" "2004-07-09" 21
"1579" 1238 52 "2004-07-09" "2004-07-23" 14
"1580" 1239 52 "2004-07-23" "2004-08-05" 13
"1581" 1240 52 "2004-08-05" "2004-08-20" 15
"1582" 1241 52 "2004-08-20" "2004-09-03" 14
"1583" 1242 52 "2004-09-03" "2004-09-24" 21
"1584" 1243 52 "2004-09-24" "2004-10-15" 21
"1585" 187 53 "2003-08-01" "2003-08-18" 17
"1586" 188 53 "2003-08-18" "2003-09-01" 14
"1587" 189 53 "2003-09-01" "2003-09-22" 21
"1588" 190 53 "2003-09-22" "2003-10-14" 22
"1589" 737 53 "2003-10-14" "2003-12-02" 49
"1590" 738 53 "2003-12-02" "2004-05-28" 178
"1591" 739 53 "2004-05-28" "2004-06-18" 21
"1592" 1244 53 "2004-06-18" "2004-07-09" 21
"1593" 1245 53 "2004-07-09" "2004-07-23" 14
"1594" 1246 53 "2004-07-23" "2004-08-05" 13
"1595" 1247 53 "2004-08-05" "2004-08-20" 15
"1596" 1248 53 "2004-08-20" "2004-09-03" 14
"1597" 1249 53 "2004-09-03" "2004-09-24" 21
"1598" 1250 53 "2004-09-24" "2004-10-15" 21
"1599" 191 54 "2003-08-01" "2003-08-18" 17
"1600" 192 54 "2003-08-18" "2003-09-01" 14
"1601" 193 54 "2003-09-01" "2003-09-22" 21
"1602" 194 54 "2003-09-22" "2003-10-14" 22
"1603" 740 54 "2003-10-14" "2003-12-02" 49
"1604" 741 54 "2003-12-02" "2004-06-18" 199
"1605" 1251 54 "2004-06-18" "2004-07-09" 21
"1606" 1252 54 "2004-07-09" "2004-07-23" 14
"1607" 1253 54 "2004-07-23" "2004-08-05" 13
"1608" 1254 54 "2004-08-05" "2004-08-20" 15
"1609" 1255 54 "2004-08-20" "2004-09-03" 14
"1610" 1256 54 "2004-09-03" "2004-09-24" 21
"1611" 1257 54 "2004-09-24" "2004-10-15" 21
"1612" 195 55 "2003-08-01" "2003-08-18" 17
"1613" 196 55 "2003-08-18" "2003-09-01" 14
"1614" 197 55 "2003-09-01" "2003-09-22" 21
"1615" 198 55 "2003-09-22" "2003-10-14" 22
"1616" 742 55 "2003-10-14" "2003-12-02" 49
"1617" 743 55 "2003-12-02" "2004-04-20" 140
"1618" 744 55 "2004-04-20" "2004-05-28" 38
"1619" 745 55 "2004-05-28" "2004-06-18" 21
"1620" 1258 55 "2004-06-18" "2004-07-09" 21
"1621" 1259 55 "2004-07-09" "2004-07-23" 14
"1622" 1260 55 "2004-07-23" "2004-08-05" 13
"1623" 1261 55 "2004-08-05" "2004-08-20" 15
"1624" 1262 55 "2004-08-20" "2004-09-03" 14
"1625" 1263 55 "2004-09-03" "2004-09-24" 21
"1626" 1264 55 "2004-09-24" "2004-10-15" 21
"1627" 199 56 "2003-08-01" "2003-08-18" 17
"1628" 200 56 "2003-08-18" "2003-09-01" 14
"1629" 201 56 "2003-09-01" "2003-09-22" 21
"1630" 202 56 "2003-09-22" "2003-10-14" 22
"1631" 746 56 "2003-10-14" "2003-12-02" 49
"1632" 747 56 "2003-12-02" "2004-04-20" 140
"1633" 748 56 "2004-04-20" "2004-05-28" 38
"1634" 749 56 "2004-05-28" "2004-06-18" 21
"1635" 1265 56 "2004-06-18" "2004-07-09" 21
"1636" 1266 56 "2004-07-09" "2004-07-23" 14
"1637" 1267 56 "2004-07-23" "2004-08-05" 13
"1638" 1268 56 "2004-08-05" "2004-08-20" 15
"1639" 1269 56 "2004-08-20" "2004-09-03" 14
"1640" 1270 56 "2004-09-03" "2004-09-24" 21
"1641" 1271 56 "2004-09-24" "2004-10-15" 21
"1642" 203 57 "2003-08-01" "2003-08-18" 17
"1643" 204 57 "2003-08-18" "2003-09-01" 14
"1644" 205 57 "2003-09-01" "2003-09-22" 21
"1645" 206 57 "2003-09-22" "2003-10-14" 22
"1646" 750 57 "2003-10-14" "2003-12-02" 49
"1647" 751 57 "2003-12-02" "2004-06-18" 199
"1648" 1272 57 "2004-06-18" "2004-07-09" 21
"1649" 1273 57 "2004-07-09" "2004-07-23" 14
"1650" 1274 57 "2004-07-23" "2004-08-05" 13
"1651" 1275 57 "2004-08-05" "2004-08-20" 15
"1652" 1276 57 "2004-08-20" "2004-09-03" 14
"1653" 1277 57 "2004-09-03" "2004-09-24" 21
"1654" 1278 57 "2004-09-24" "2004-10-15" 21
"1655" 207 58 "2003-08-01" "2003-08-18" 17
"1656" 208 58 "2003-08-18" "2003-09-01" 14
"1657" 209 58 "2003-09-01" "2003-09-22" 21
"1658" 210 58 "2003-09-22" "2003-10-14" 22
"1659" 752 58 "2003-10-14" "2003-12-02" 49
"1660" 753 58 "2003-12-02" "2004-04-20" 140
"1661" 754 58 "2004-04-20" "2004-05-28" 38
"1662" 755 58 "2004-05-28" "2004-06-18" 21
"1663" 1279 58 "2004-06-18" "2004-07-09" 21
"1664" 1280 58 "2004-07-09" "2004-07-23" 14
"1665" 1281 58 "2004-07-23" "2004-08-05" 13
"1666" 1282 58 "2004-08-05" "2004-08-20" 15
"1667" 1283 58 "2004-08-20" "2004-09-03" 14
"1668" 1284 58 "2004-09-03" "2004-09-24" 21
"1669" 1285 58 "2004-09-24" "2004-10-15" 21
"1670" 211 59 "2003-08-01" "2003-08-18" 17
"1671" 212 59 "2003-08-18" "2003-09-01" 14
"1672" 213 59 "2003-09-01" "2003-09-22" 21
"1673" 214 59 "2003-09-22" "2003-10-14" 22
"1674" 756 59 "2003-10-14" "2003-12-02" 49
"1675" 757 59 "2003-12-02" "2004-05-28" 178
"1676" 758 59 "2004-05-28" "2004-06-18" 21
"1677" 1286 59 "2004-06-18" "2004-07-09" 21
"1678" 1287 59 "2004-07-09" "2004-07-23" 14
"1679" 1288 59 "2004-07-23" "2004-08-05" 13
"1680" 1289 59 "2004-08-05" "2004-08-20" 15
"1681" 1290 59 "2004-08-20" "2004-09-03" 14
"1682" 1291 59 "2004-09-03" "2004-09-24" 21
"1683" 1292 59 "2004-09-24" "2004-10-15" 21
"1684" 215 60 "2003-08-01" "2003-08-18" 17
"1685" 216 60 "2003-08-18" "2003-09-01" 14
"1686" 217 60 "2003-09-01" "2003-09-22" 21
"1687" 218 60 "2003-09-22" "2003-10-14" 22
"1688" 759 60 "2003-10-14" "2003-12-02" 49
"1689" 760 60 "2003-12-02" "2004-06-18" 199
"1690" 1293 60 "2004-06-18" "2004-07-09" 21
"1691" 1294 60 "2004-07-09" "2004-07-23" 14
"1692" 1295 60 "2004-07-23" "2004-08-05" 13
"1693" 1296 60 "2004-08-05" "2004-08-20" 15
"1694" 1297 60 "2004-08-20" "2004-09-03" 14
"1695" 1298 60 "2004-09-03" "2004-09-24" 21
"1696" 1299 60 "2004-09-24" "2004-10-15" 21
"1697" 219 61 "2003-08-01" "2003-08-18" 17
"1698" 220 61 "2003-08-18" "2003-09-01" 14
"1699" 221 61 "2003-09-01" "2003-09-22" 21
"1700" 222 61 "2003-09-22" "2003-10-14" 22
"1701" 761 61 "2003-10-14" "2003-12-02" 49
"1702" 762 61 "2003-12-02" "2004-05-28" 178
"1703" 763 61 "2004-05-28" "2004-06-18" 21
"1704" 1300 61 "2004-06-18" "2004-07-09" 21
"1705" 1301 61 "2004-07-09" "2004-07-23" 14
"1706" 1302 61 "2004-07-23" "2004-08-05" 13
"1707" 1303 61 "2004-08-05" "2004-08-20" 15
"1708" 1304 61 "2004-08-20" "2004-09-03" 14
"1709" 1305 61 "2004-09-03" "2004-09-24" 21
"1710" 1306 61 "2004-09-24" "2004-10-14" 20
"1711" 1317 1000 "2005-04-04" "2005-05-05" 31
"1712" 1318 1000 "2005-05-05" "2005-05-20" 15
"1713" 1319 1000 "2005-05-20" "2005-06-04" 15
"1714" 1320 1000 "2005-06-04" "2005-06-19" 15
"1715" 1321 1000 "2005-06-19" "2005-06-27" 8
"1716" 1322 1000 "2005-06-27" "2005-07-02" 5
"1717" 1323 1000 "2005-07-02" "2005-07-12" 10
"1718" 1324 1000 "2005-07-12" "2005-07-18" 6
"1719" 1325 1000 "2005-07-18" "2005-08-02" 15
"1720" 1359 1000 "2005-08-02" "2005-08-13" 11
"1721" 1360 1000 "2005-08-13" "2005-08-24" 11
"1722" 1362 1000 "2005-08-24" "2005-09-12" 19
"1723" 1367 1000 "2005-09-12" "2005-10-10" 28
"1724" 1428 1000 "2005-10-10" "2005-11-12" 33
"1725" 1429 1000 "2005-11-12" "2005-12-28" 46
"1726" 1430 1000 "2005-12-28" "2006-03-16" 78
"1727" 1431 1000 "2006-03-16" "2006-04-27" 42
"1728" 1432 1000 "2006-04-27" "2006-05-18" 21
"1729" 1433 1000 "2006-05-18" "2006-06-15" 28
"1730" 1326 1001 "2005-04-04" "2005-05-05" 31
"1731" 1327 1001 "2005-05-05" "2005-05-20" 15
"1732" 1328 1001 "2005-05-20" "2005-06-04" 15
"1733" 1329 1001 "2005-06-04" "2005-06-19" 15
"1734" 1330 1001 "2005-06-19" "2005-06-27" 8
"1735" 1331 1001 "2005-06-27" "2005-07-02" 5
"1736" 1332 1001 "2005-07-02" "2005-07-12" 10
"1737" 1333 1001 "2005-07-12" "2005-07-18" 6
"1738" 1334 1001 "2005-07-18" "2005-07-25" 7
"1739" 1335 1001 "2005-07-25" "2005-08-02" 8
"1740" 1354 1001 "2005-08-02" "2005-08-13" 11
"1741" 1355 1001 "2005-08-13" "2005-08-24" 11
"1742" 1361 1001 "2005-08-24" "2005-09-12" 19
"1743" 1366 1001 "2005-09-12" "2005-10-10" 28
"1744" 1434 1001 "2005-10-10" "2005-11-12" 33
"1745" 1435 1001 "2005-11-12" "2005-12-28" 46
"1746" 1473 1001 "2005-12-28" "2006-03-16" 78
"1747" 1511 1001 "2006-03-16" "2006-04-27" 42
"1748" 1565 1001 "2006-04-27" "2006-05-18" 21
"1749" 1728 1001 "2006-05-18" "2006-06-15" 28
"1750" 1368 1002 "2005-03-05" "2005-04-02" 28
"1751" 1369 1002 "2005-04-02" "2005-04-26" 24
"1752" 1370 1002 "2005-04-26" "2005-05-14" 18
"1753" 1371 1002 "2005-05-14" "2005-06-04" 21
"1754" 1372 1002 "2005-06-04" "2005-06-18" 14
"1755" 1373 1002 "2005-06-18" "2005-06-25" 7
"1756" 1374 1002 "2005-06-25" "2005-07-07" 12
"1757" 1375 1002 "2005-07-07" "2005-07-15" 8
"1758" 1376 1002 "2005-07-15" "2005-07-23" 8
"1759" 1378 1002 "2005-07-23" "2005-08-12" 20
"1760" 1379 1002 "2005-08-12" "2005-08-24" 12
"1761" 1380 1002 "2005-08-24" "2005-09-12" 19
"1762" 1890 1002 "2005-09-12" "2005-10-03" 21
"1763" 1891 1002 "2005-10-03" "2005-10-31" 28
"1764" 1892 1002 "2005-10-31" "2005-11-03" 3
"1765" 1893 1002 "2005-11-03" "2006-01-03" 61
"1766" 1894 1002 "2006-01-03" "2006-02-19" 47
"1767" 1895 1002 "2006-02-19" "2006-05-07" 77
"1768" 1381 1003 "2005-03-04" "2005-04-03" 30
"1769" 1382 1003 "2005-04-03" "2005-04-26" 23
"1770" 1383 1003 "2005-04-26" "2005-05-22" 26
"1771" 1384 1003 "2005-05-22" "2005-06-05" 14
"1772" 1385 1003 "2005-06-05" "2005-06-18" 13
"1773" 1386 1003 "2005-06-18" "2005-06-27" 9
"1774" 1387 1003 "2005-06-27" "2005-07-10" 13
"1775" 1388 1003 "2005-07-10" "2005-07-24" 14
"1776" 1389 1003 "2005-07-24" "2005-09-12" 50
"1777" 1896 1003 "2005-09-12" "2005-11-03" 52
"1778" 2008 1003 "2005-11-03" "2006-01-03" 61
"1779" 2009 1003 "2006-01-03" "2006-02-19" 47
"1780" 1897 1003 "2006-02-19" "2006-05-06" 76
"1781" 1794 1004 "2005-01-20" "2005-04-19" 89
"1782" 1795 1004 "2005-04-19" "2005-05-24" 35
"1783" 1796 1004 "2005-05-24" "2005-06-27" 34
"1784" 1797 1004 "2005-06-27" "2005-07-30" 33
"1785" 1798 1004 "2005-07-30" "2005-08-09" 10
"1786" 1898 1004 "2005-08-09" "2005-09-20" 42
"1787" 1899 1004 "2005-09-20" "2005-10-31" 41
"1788" 1900 1004 "2005-10-31" "2006-05-04" 185
"1789" 1417 1005 "2005-01-19" "2005-05-01" 102
"1790" 1418 1005 "2005-05-01" "2005-05-22" 21
"1791" 1419 1005 "2005-05-22" "2005-07-15" 54
"1792" 1420 1005 "2005-07-15" "2005-07-30" 15
"1793" 1421 1005 "2005-07-30" "2005-09-26" 58
"1794" 1901 1005 "2005-09-26" "2006-02-10" 137
"1795" 1422 1006 "2005-01-19" "2005-05-01" 102
"1796" 1423 1006 "2005-05-01" "2005-05-22" 21
"1797" 1424 1006 "2005-05-22" "2005-07-15" 54
"1798" 1425 1006 "2005-07-15" "2005-07-30" 15
"1799" 1426 1006 "2005-07-30" "2005-09-26" 58
"1800" 1902 1006 "2005-09-26" "2005-09-26" 0
"1801" 1982 1007 "2005-07-01" "2005-07-13" 12
"1802" 1983 1007 "2005-07-13" "2005-07-21" 8
"1803" 1984 1007 "2005-07-21" "2005-07-27" 6
"1804" 1985 1007 "2005-07-27" "2005-08-04" 8
"1805" 1986 1007 "2005-08-04" "2005-08-11" 7
"1806" 1987 1007 "2005-08-11" "2005-08-17" 6
"1807" 1988 1007 "2005-08-17" "2005-08-31" 14
"1808" 1989 1007 "2005-08-31" "2005-09-06" 6
"1809" 1990 1007 "2005-09-06" "2005-09-14" 8
"1810" 1991 1007 "2006-06-01" "2006-06-26" 25
"1811" 1981 1007 "2006-06-26" "2006-07-15" 19
"1812" 1027 1008 "2005-04-20" "2005-04-25" 5
"1813" 1028 1008 "2005-04-25" "2005-04-30" 5
"1814" 1029 1008 "2005-04-30" "2005-05-05" 5
"1815" 1030 1008 "2005-05-05" "2005-05-10" 5
"1816" 1031 1008 "2005-05-10" "2005-05-15" 5
"1817" 1032 1008 "2005-05-15" "2005-05-20" 5
"1818" 1336 1008 "2005-05-20" "2005-05-25" 5
"1819" 1337 1008 "2005-05-25" "2005-05-30" 5
"1820" 1338 1008 "2005-05-30" "2005-06-05" 6
"1821" 1339 1008 "2005-06-05" "2005-06-10" 5
"1822" 1340 1008 "2005-06-10" "2005-06-15" 5
"1823" 1341 1008 "2005-06-15" "2005-06-20" 5
"1824" 1342 1008 "2005-06-20" "2005-06-25" 5
"1825" 1343 1008 "2005-06-25" "2005-06-30" 5
"1826" 1344 1008 "2005-06-30" "2005-07-05" 5
"1827" 1345 1008 "2005-07-05" "2005-07-10" 5
"1828" 1346 1008 "2005-07-10" "2005-07-15" 5
"1829" 1347 1008 "2005-07-15" "2005-07-20" 5
"1830" 1348 1008 "2005-07-20" "2005-07-25" 5
"1831" 1349 1008 "2005-07-25" "2005-07-30" 5
"1832" 1350 1008 "2005-07-30" "2005-08-05" 6
"1833" 1351 1008 "2005-08-05" "2005-08-10" 5
"1834" 1352 1008 "2005-08-10" "2005-08-15" 5
"1835" 1483 1008 "2005-08-15" "2005-08-20" 5
"1836" 1484 1008 "2005-08-20" "2005-08-25" 5
"1837" 1485 1008 "2005-08-25" "2005-08-30" 5
"1838" 1486 1008 "2005-08-30" "2005-09-10" 11
"1839" 1487 1008 "2005-09-10" "2005-09-20" 10
"1840" 1488 1008 "2005-09-20" "2005-10-20" 30
"1841" 1489 1008 "2005-10-20" "2005-11-20" 31
"1842" 1490 1008 "2005-11-20" "2005-12-24" 34
"1843" 1491 1008 "2005-12-24" "2006-04-02" 99
"1844" 1492 1008 "2006-04-02" "2006-04-30" 28
"1845" 1732 1008 "2006-04-30" "2006-05-06" 6
"1846" 1733 1008 "2006-05-06" "2006-05-12" 6
"1847" 1734 1008 "2006-05-12" "2006-05-22" 10
"1848" 1735 1008 "2006-05-22" "2006-06-01" 10
"1849" 1736 1008 "2006-06-01" "2006-06-10" 9
"1850" 1737 1008 "2006-06-10" "2006-06-16" 6
"1851" 1738 1008 "2006-06-16" "2006-06-22" 6
"1852" 1739 1008 "2006-06-22" "2006-06-28" 6
"1853" 1740 1008 "2006-06-28" "2006-07-04" 6
"1854" 1741 1008 "2006-07-04" "2006-07-10" 6
"1855" 1742 1008 "2006-07-10" "2006-07-16" 6
"1856" 1743 1008 "2006-07-16" "2006-07-22" 6
"1857" 1744 1008 "2006-07-22" "2006-07-28" 6
"1858" 1745 1008 "2006-07-28" "2006-08-08" 11
"1859" 1746 1008 "2006-08-08" "2006-08-19" 11
"1860" 1747 1008 "2006-08-19" "2006-09-05" 17
"1861" 2000 1008 "2006-09-05" "2006-10-13" 38
"1862" 1992 1353 "2005-07-07" "2005-07-19" 12
"1863" 1993 1353 "2005-07-19" "2005-08-07" 19
"1864" 1994 1353 "2005-08-07" "2005-08-18" 11
"1865" 1995 1353 "2005-08-18" "2005-09-09" 22
"1866" 1996 1353 "2005-09-09" "2005-09-25" 16
"1867" 1997 1353 "2005-09-25" "2005-10-13" 18
"1868" 1998 1353 "2005-10-13" "2005-10-28" 15
"1869" 2031 2003 "2006-03-01" "2006-05-24" 84
"1870" 2032 2003 "2006-05-24" "2006-06-09" 16
"1871" 2033 2003 "2006-06-09" "2006-06-29" 20
"1872" 2034 2003 "2006-06-29" "2006-07-07" 8
"1873" 2035 2003 "2006-07-07" "2006-07-24" 17
"1874" 2036 2003 "2006-07-24" "2006-08-14" 21
"1875" 2037 2003 "2006-08-14" "2006-09-08" 25
"1876" 2038 2003 "2006-09-08" "2006-10-10" 32
"1877" 2039 2003 "2006-10-10" "2006-11-23" 44
"1878" 2010 2006 "2007-04-11" "2007-05-10" 29
"1879" 2011 2006 "2007-05-10" "2007-05-22" 12
"1880" 2012 2006 "2007-05-22" "2007-06-01" 10
"1881" 2013 2006 "2007-06-01" "2007-06-15" 14
"1882" 2014 2006 "2007-06-15" "2007-07-02" 17
"1883" 2015 2006 "2007-07-02" "2007-07-13" 11
"1884" 2016 2006 "2007-07-13" "2007-07-24" 11
"1885" 2017 2006 "2007-07-24" "2007-08-01" 8
"1886" 2018 2006 "2007-08-01" "2007-08-16" 15
"1887" 2019 2006 "2007-08-16" "2007-08-31" 15
"1888" 2020 2006 "2007-08-31" "2007-09-05" 5
"1889" 2021 2006 "2007-09-05" "2007-10-07" 32
"1890" 2022 2006 "2007-10-07" "2007-11-10" 34
"1891" 2023 2006 "2007-11-10" "2007-12-01" 21
"1892" 2024 2006 "2007-12-01" "2008-01-01" 31
"1893" 2025 2006 "2008-01-01" "2008-02-04" 34
"1894" 2026 2006 "2008-02-04" "2008-04-01" 57
"1895" 2027 2006 "2008-04-01" "2008-05-12" 41
"1896" 2028 2006 "2008-05-12" "2008-06-05" 24
"1897" 2029 2006 "2008-06-05" "2008-06-21" 16
"1898" 2030 2006 "2008-06-21" "2008-07-12" 21
"1899" 2040 2006 "2008-07-12" "2008-07-24" 12
"1900" 2041 2006 "2008-07-24" "2008-08-12" 19
"1901" 2042 2006 "2008-08-12" "2008-08-29" 17
"1902" 2043 2006 "2008-08-29" "2008-09-11" 13
"1903" 2044 2006 "2008-09-11" "2008-10-03" 22
"1904" 2045 2006 "2008-10-03" "2008-11-04" 32
"1905" 2047 2046 "2008-01-01" "2008-02-01" 31
"1906" 2048 2046 "2008-02-01" "2008-03-01" 29
"1907" 2049 2046 "2008-03-01" "2008-04-01" 31
"1908" 2050 2046 "2008-04-01" "2008-05-01" 30
"1909" 2051 2046 "2008-05-01" "2008-06-01" 31
"1910" 2052 2046 "2008-06-01" "2008-06-15" 14
"1911" 2053 2046 "2008-06-15" "2008-07-01" 16
"1912" 2054 2046 "2008-07-01" "2008-07-16" 15
"1913" 2055 2046 "2008-07-16" "2008-08-01" 16
"1914" 2056 2046 "2008-08-01" "2008-08-16" 15
"1915" 2057 2046 "2008-08-16" "2008-09-01" 16
"1916" 2058 2046 "2008-09-01" "2008-10-03" 32
"1917" 2059 2046 "2008-10-03" "2008-11-01" 29
"1918" 2060 2046 "2008-11-01" "2008-12-01" 30
"1919" 2061 2046 "2008-12-01" "2009-01-01" 31
