"EventID"	"TrapID"	"StartDate"	"EndDate"	"NA..4"
"1336"	1177	43	"2004.x.20"	"2004.xi.03"	NA
"1337"	1178	43	"2004.xi.03"	"2004.xi.17"	NA
"1338"	1179	43	"2004.xi.17"	"2004.xii.01"	NA
"1339"	1180	43	"2004.xii.01"	"2004.xii.28"	NA
"1340"	1181	43	"2004.xii.28"	"2005.i.22"	NA
"1341"	1182	43	"2005.i.22"	"2005.iii.05"	NA
"1342"	1183	43	"2005.iii.05"	"2005.iv.08"	NA
"1343"	1184	43	"2005.iv.08"	"2005.iv.23"	NA
"1344"	1903	43	"2005.iv.23"	"2005.v.06"	NA
"1345"	1904	43	"2005.v.06"	"2005.v.21"	NA
"1346"	1905	43	"2005.v.21"	"2005.vi.02"	NA
"1347"	1906	43	"2005.vi.02"	"2005.vi.15"	NA
"1348"	1907	43	"2005.vi.15"	"2005.vi.29"	NA
"1349"	1908	43	"2005.vi.29"	"2005.vii.14"	NA
"1350"	1909	43	"2005.vii.14"	"2005.vii.27"	NA
"1351"	1910	43	"2005.vii.27"	"2005.viii.10"	NA
"1352"	1911	43	"2005.viii.10"	"2005.viii.25"	NA
"1353"	1912	43	"2005.viii.25"	"2005.ix.09"	NA
"1354"	1913	43	"2005.ix.09"	"2005.ix.21"	NA
"1355"	1914	43	"2005.ix.21"	"2005.x.07"	NA
"1356"	1915	43	"2005.x.07"	"2005.x.19"	NA
"1357"	1916	43	"2005.x.19"	"2005.xi.02"	NA
"1358"	1917	43	"2005.xi.02"	"2005.xi.16"	NA
"1359"	1918	43	"2005.xi.16"	"2005.xii.01"	NA
"1360"	1919	43	"2005.xii.01"	"2006.v.02"	NA
"1361"	670	44	"2003.vii.17"	"2003.vii.29"	NA
"1362"	671	44	"2003.vii.29"	"2003.viii.18"	NA
"1363"	672	44	"2003.viii.18"	"2003.viii.29"	NA
"1364"	673	44	"2003.viii.29"	"2003.x.01"	NA
"1365"	674	44	"2003.x.01"	"2004.v.05"	NA
"1366"	675	44	"2004.v.05"	"2004.vi.03"	NA
"1367"	676	44	"2004.vi.03"	"2004.vi.16"	NA
"1368"	1185	44	"2004.vi.16"	"2004.vii.05"	NA
"1369"	1186	44	"2004.vii.05"	"2004.vii.25"	NA
"1370"	1187	44	"2004.vii.25"	"2004.viii.09"	NA
"1371"	1188	44	"2004.viii.09"	"2004.viii.23"	NA
"1372"	1189	44	"2004.viii.23"	"2004.ix.24"	NA
"1373"	1190	44	"2004.ix.24"	"2004.x.21"	NA
"1374"	1191	44	"2004.x.21"	"2005.iv.20"	NA
"1375"	1920	44	"2005.iv.20"	"2005.vii.11"	NA
"1376"	1921	44	"2005.vii.11"	"2005.vii.28"	NA
"1377"	1922	44	"2005.vii.28"	"2005.viii.05"	NA
"1378"	1923	44	"2005.viii.05"	"2005.viii.17"	NA
"1379"	1924	44	"2005.viii.17"	"2005.x.21"	NA
"1380"	1925	44	"2005.x.21"	"2006.vi.24"	NA
"1381"	1926	44	"2006.vi.24"	"2006.vii.05"	NA
"1382"	290	45	"2003.vii.18"	"2003.viii.05"	NA
"1383"	291	45	"2003.viii.05"	"2003.viii.23"	NA
"1384"	292	45	"2003.viii.23"	"2003.ix.07"	NA
"1385"	293	45	"2003.ix.07"	"2003.ix.21"	NA
"1386"	294	45	"2003.ix.21"	"2003.x.04"	NA
"1387"	295	45	"2003.x.04"	"2003.x.25"	NA
"1388"	296	45	"2003.x.25"	"2003.xi.08"	NA
"1389"	297	45	"2003.xi.08"	"2003.xi.18"	NA
"1390"	298	45	"2003.xi.18"	"2003.xii.17"	NA
"1391"	299	45	"2003.xii.17"	"2004.i.13"	NA
"1392"	677	45	"2004.i.13"	"2004.iv.04"	NA
"1393"	678	45	"2004.iv.04"	"2004.v.03"	NA
"1394"	679	45	"2004.v.03"	"2004.v.16"	NA
"1395"	680	45	"2004.v.16"	"2004.vi.12"	NA
"1396"	681	45	"2004.vi.12"	"2004.vi.19"	NA
"1397"	682	45	"2004.vi.19"	"2004.vii.06"	NA
"1398"	1192	45	"2004.vii.06"	"2004.vii.18"	NA
"1399"	1193	45	"2004.vii.18"	"2004.viii.03"	NA
"1400"	1194	45	"2004.viii.03"	"2004.ix.04"	NA
"1401"	1195	45	"2004.ix.04"	"2004.x.03"	NA
"1402"	1196	45	"2004.x.03"	"2004.xi.15"	NA
"1403"	1197	45	"2004.xi.15"	"2005.i.15"	NA
"1404"	1198	45	"2005.i.15"	"2005.iv.17"	NA
"1405"	1927	45	"2005.iv.17"	"2005.v.15"	NA
"1406"	1928	45	"2005.v.15"	"2005.v.24"	NA
"1407"	1929	45	"2005.v.24"	"2005.vi.10"	NA
"1408"	1930	45	"2005.vi.10"	"2005.vii.01"	NA
"1409"	1931	45	"2005.vii.01"	"2005.vii.09"	NA
"1410"	1932	45	"2005.vii.09"	"2005.vii.19"	NA
"1411"	1933	45	"2005.vii.19"	"2005.vii.28"	NA
"1412"	1934	45	"2005.vii.28"	"2005.viii.16"	NA
"1413"	1935	45	"2005.viii.16"	"2005.ix.11"	NA
"1414"	1936	45	"2005.ix.11"	"2005.x.23"	NA
"1415"	1937	45	"2005.x.23"	"2005.xi.13"	NA
"1416"	1938	45	"2005.xi.13"	"2005.xii.03"	NA
"1417"	1939	45	"2005.xii.03"	"2006.ii.03"	NA
"1418"	1940	45	"2006.ii.03"	"2006.iv.20"	NA
"1419"	1941	45	"2006.iv.20"	"2006.v.16"	NA
"1420"	1942	45	"2006.v.16"	"2006.vi.30"	NA
"1421"	1943	45	"2006.vi.30"	"2006.vii.05"	NA
"1422"	683	46	"2003.vii.19"	"2003.viii.03"	NA
"1423"	684	46	"2003.viii.03"	"2003.viii.05"	NA
"1424"	685	46	"2003.viii.05"	"2003.viii.18"	NA
"1425"	686	46	"2003.viii.18"	"2003.ix.09"	NA
"1426"	687	46	"2003.ix.09"	"2003.ix.16"	NA
"1427"	688	46	"2003.ix.16"	"2003.ix.29"	NA
"1428"	689	46	"2003.ix.29"	"2003.x.15"	NA
"1429"	690	46	"2003.x.15"	"2003.xi.04"	NA
"1430"	691	46	"2003.xi.04"	"2004.vi.04"	NA
"1431"	692	46	"2004.vi.04"	"2004.vi.28"	NA
"1432"	1199	46	"2004.vi.28"	"2004.vii.15"	NA
"1433"	1200	46	"2004.vii.15"	"2004.vii.26"	NA
"1434"	1201	46	"2004.vii.26"	"2004.viii.15"	NA
"1435"	1202	46	"2004.viii.15"	"2004.viii.30"	NA
"1436"	1203	46	"2004.viii.30"	"2004.ix.13"	NA
"1437"	1204	46	"2004.ix.13"	"2004.x.04"	NA
"1438"	1205	46	"2004.x.04"	"2004.x.25"	NA
"1439"	1206	46	"2004.x.25"	"2004.xii.20"	NA
"1440"	1944	46	"2004.xii.20"	"2005.vi.27"	NA
"1441"	1945	46	"2005.vi.27"	"2005.vii.17"	NA
"1442"	1946	46	"2005.vii.17"	"2005.viii.14"	NA
"1443"	1947	46	"2005.viii.14"	"2005.ix.05"	NA
"1444"	1948	46	"2005.ix.05"	"2005.ix.25"	NA
"1445"	1949	46	"2005.ix.25"	"2005.x.13"	NA
"1446"	1950	46	"2005.x.13"	"2005.x.27"	NA
"1447"	1951	46	"2005.x.27"	"2006.i.02"	NA
"1448"	693	47	"2003.vii.20"	"2003.viii.06"	NA
"1449"	694	47	"2003.viii.06"	"2003.viii.13"	NA
"1450"	695	47	"2003.viii.13"	"2003.ix.02"	NA
"1451"	696	47	"2003.ix.02"	"2003.ix.14"	NA
"1452"	697	47	"2003.ix.14"	"2003.xi.15"	NA
"1453"	1358	47	"2003.xi.15"	"2004.v.17"	NA
"1454"	698	47	"2004.v.17"	"2004.vi.01"	NA
"1455"	699	47	"2004.vi.01"	"2004.vi.18"	NA
"1456"	998	47	"2004.vi.18"	"2004.vii.20"	NA
"1457"	999	47	"2004.vii.20"	"2004.x.18"	NA
"1458"	1952	47	"2004.x.18"	"2005.vi.01"	NA
"1459"	1953	47	"2005.vi.01"	"2005.vi.15"	NA
"1460"	1954	47	"2005.vi.15"	"2005.vi.28"	NA
"1461"	1955	47	"2005.vi.28"	"2005.vii.15"	NA
"1462"	1956	47	"2005.vii.15"	"2005.viii.16"	NA
"1463"	1957	47	"2005.viii.16"	"2005.viii.31"	NA
"1464"	1958	47	"2005.viii.31"	"2005.ix.15"	NA
"1465"	1959	47	"2005.ix.15"	"2005.x.10"	NA
"1466"	1960	47	"2005.x.10"	"2005.xi.16"	NA
"1467"	700	48	"2003.vii.20"	"2003.viii.27"	NA
"1468"	701	48	"2003.viii.27"	"2003.ix.19"	NA
"1469"	702	48	"2003.ix.19"	"2003.x.17"	NA
"1470"	703	48	"2003.x.17"	"2003.xi.12"	NA
"1471"	704	48	"2003.xi.12"	"2004.i.15"	NA
"1472"	705	48	"2004.i.15"	"2004.iv.20"	NA
"1473"	706	48	"2004.iv.20"	"2004.v.27"	NA
"1474"	2109	48	"27.v.2004"	"13.vi.2004"	NA
"1475"	707	48	"13.vi.2004"	"2004.vi.30"	NA
"1476"	1207	48	"2004.vi.30"	"2004.vii.08"	NA
"1477"	1208	48	"2004.vii.08"	"2004.vii.29"	NA
"1478"	1209	48	"2004.vii.29"	"2004.viii.13"	NA
"1479"	1210	48	"2004.viii.13"	"2004.ix.01"	NA
"1480"	1211	48	"2004.ix.01"	"2004.ix.21"	NA
"1481"	1212	48	"2004.ix.21"	"2004.x.19"	NA
"1482"	1213	48	"2004.x.19"	"2004.xii.17"	NA
"1483"	1214	48	"2004.xii.17"	"2005.i.24"	NA
"1484"	1215	48	"2005.i.24"	"2005.iii.04"	NA
"1485"	1216	48	"2005.iii.04"	"2005.iv.22"	NA
"1486"	1961	48	"2005.iv.22"	"2005.vi.21"	NA
"1487"	1962	48	"2005.vi.21"	"2005.vii.08"	NA
"1488"	1963	48	"2005.vii.08"	"2005.vii.21"	NA
"1489"	1964	48	"2005.vii.21"	"2005.viii.04"	NA
"1490"	1965	48	"2005.viii.04"	"2005.viii.16"	NA
"1491"	1966	48	"2005.viii.16"	"2005.viii.22"	NA
"1492"	1967	48	"2005.viii.22"	"2005.ix.30"	NA
"1493"	1968	48	"2005.ix.30"	"2005.xi.03"	NA
"1494"	1969	48	"2005.xi.03"	"2005.xii.28"	NA
"1495"	1970	48	"2005.xii.28"	"2006.i.04"	NA
"1496"	2062	49	" 2003.vii.21"	"2003.viii.05"	NA
"1497"	708	49	"2003.viii.05"	"2003.viii.22"	NA
"1498"	709	49	"2003.viii.22"	"2003.ix.14"	NA
"1499"	710	49	"2003.ix.14"	"2003.x.05"	NA
"1500"	711	49	"2003.x.05"	"2004.i.01"	NA
"1501"	712	49	"2004.i.01"	"2004.vi.01"	NA
"1502"	713	49	"2004.vi.01"	"2004.vi.07"	NA
"1503"	1217	49	"2004.vi.07"	"2004.vi.15"	NA
"1504"	1218	49	"2004.vi.15"	"2004.vi.25"	NA
"1505"	1219	49	"2004.vi.25"	"2004.vi.30"	NA
"1506"	1220	49	"2004.vi.30"	"2004.vii.22"	NA
"1507"	1221	49	"2004.vii.22"	"2004.xii.31"	NA
"1508"	714	50	"2003.vii.21"	"2003.viii.07"	NA
"1509"	715	50	"2003.viii.07"	"2003.viii.21"	NA
"1510"	716	50	"2003.viii.21"	"2003.ix.01"	NA
"1511"	717	50	"2003.ix.01"	"2003.ix.18"	NA
"1512"	718	50	"2003.ix.18"	"2003.ix.23"	NA
"1513"	719	50	"2003.ix.23"	"2003.x.17"	NA
"1514"	720	50	"2003.x.17"	"2004.iii.11"	NA
"1515"	721	50	"2004.iii.11"	"2004.iv.06"	NA
"1516"	722	50	"2004.iv.06"	"2004.v.06"	NA
"1517"	723	50	"2004.v.06"	"2004.vi.11"	NA
"1518"	724	50	"2004.vi.11"	"2004.vi.23"	NA
"1519"	1222	50	"2004.vi.23"	"2004.vii.08"	NA
"1520"	1223	50	"2004.vii.08"	"2004.viii.05"	NA
"1521"	1224	50	"2004.viii.05"	"2004.viii.12"	NA
"1522"	1225	50	"2004.viii.12"	"2004.viii.19"	NA
"1523"	1226	50	"2004.viii.19"	"2004.ix.03"	NA
"1524"	1227	50	"2004.ix.03"	"2004.ix.12"	NA
"1525"	1228	50	"2004.ix.12"	"2004.ix.21"	NA
"1526"	1229	50	"2004.ix.21"	"2004.x.14"	NA
"1527"	1230	50	"2004.x.14"	"2005.iii.07"	NA
"1528"	1971	50	"2005.iii.07"	"2005.vi.13"	NA
"1529"	1972	50	"2005.vi.13"	"2005.vi.26"	NA
"1530"	1973	50	"2005.vi.26"	"2005.vii.06"	NA
"1531"	1974	50	"2005.vii.06"	"2005.vii.20"	NA
"1532"	1975	50	"2005.vii.20"	"2005.vii.27"	NA
"1533"	1976	50	"2005.vii.27"	"2005.viii.04"	NA
"1534"	1977	50	"2005.viii.04"	"2005.viii.10"	NA
"1535"	1978	50	"2005.viii.10"	"2005.viii.17"	NA
"1536"	1979	50	"2005.viii.17"	"2005.viii.21"	NA
"1537"	1980	50	"2005.viii.21"	"2005.ix.07"	NA
"1538"	284	51	"2003.vii.23"	"2003.viii.05"	NA
"1539"	285	51	"2003.viii.05"	"2003.viii.20"	NA
"1540"	286	51	"2003.viii.20"	"2003.ix.04"	NA
"1541"	287	51	"2003.ix.04"	"2003.ix.23"	NA
"1542"	288	51	"2003.ix.23"	"2003.x.15"	NA
"1543"	289	51	"2003.x.15"	"2003.xi.05"	NA
"1544"	725	51	"2003.xi.05"	"2004.iv.05"	NA
"1545"	726	51	"2004.iv.05"	"2004.v.17"	NA
"1546"	727	51	"2004.v.17"	"2004.vi.04"	NA
"1547"	728	51	"2004.vi.04"	"2004.vi.15"	NA
"1548"	1231	51	"2004.vi.15"	"2004.vii.06"	NA
"1549"	1232	51	"2004.vii.06"	"2004.vii.21"	NA
"1550"	1233	51	"2004.vii.21"	"2004.viii.12"	NA
"1551"	1234	51	"2004.viii.12"	"2004.viii.25"	NA
"1552"	1235	51	"2004.viii.25"	"2004.ix.13"	NA
"1553"	1236	51	"2004.ix.13"	"2004.ix.27"	NA
"1554"	183	52	"2003.viii.01"	"2003.viii.18"	NA
"1555"	184	52	"2003.viii.18"	"2003.ix.01"	NA
"1556"	185	52	"2003.ix.01"	"2003.ix.22"	NA
"1557"	186	52	"2003.ix.22"	"2003.x.14"	NA
"1558"	2063	52	"2003.ix.01"	"2003.ix.22"	NA
"1559"	734	52	"2003.x.14"	"2003.xii.02"	NA
"1560"	2108	52	"2003.xii.02"	"2004.v.08"	NA
"1561"	735	52	"2004.v.08"	"2004.v.28"	NA
"1562"	736	52	"2004.v.28"	"2004.vi.18"	NA
"1563"	1237	52	"2004.vi.18"	"2004.vii.09"	NA
"1564"	1238	52	"2004.vii.09"	"2004.vii.23"	NA
"1565"	1239	52	"2004.vii.23"	"2004.viii.05"	NA
"1566"	1240	52	"2004.viii.05"	"2004.viii.20"	NA
"1567"	1241	52	"2004.viii.20"	"2004.ix.03"	NA
"1568"	1242	52	"2004.ix.03"	"2004.ix.24"	NA
"1569"	1243	52	"2004.ix.24"	"2004.x.15"	NA
"1570"	187	53	"2003.viii.01"	"2003.viii.18"	NA
"1571"	188	53	"2003.viii.18"	"2003.ix.01"	NA
"1572"	189	53	"2003.ix.01"	"2003.ix.22"	NA
"1573"	190	53	"2003.ix.22"	"2003.x.14"	NA
"1574"	737	53	"2003.x.14"	"2003.xii.02"	NA
"1575"	738	53	"2003.xii.02"	"2004.v.28"	NA
"1576"	739	53	"2004.v.28"	"2004.vi.18"	NA
"1577"	1244	53	"2004.vi.18"	"2004.vii.09"	NA
"1578"	1245	53	"2004.vii.09"	"2004.vii.23"	NA
"1579"	1246	53	"2004.vii.23"	"2004.viii.05"	NA
"1580"	1247	53	"2004.viii.05"	"2004.viii.20"	NA
"1581"	1248	53	"2004.viii.20"	"2004.ix.03"	NA
"1582"	1249	53	"2004.ix.03"	"2004.ix.24"	NA
"1583"	1250	53	"2004.ix.24"	"2004.x.15"	NA
"1584"	191	54	"2003.viii.01"	"2003.viii.18"	NA
"1585"	192	54	"2003.viii.18"	"2003.ix.01"	NA
"1586"	193	54	"2003.ix.01"	"2003.ix.22"	NA
"1587"	194	54	"2003.ix.22"	"2003.x.14"	NA
"1588"	740	54	"2003.x.14"	"2003.xii.02"	NA
"1589"	741	54	"2003.xii.02"	"2004.vi.18"	NA
"1590"	1251	54	"2004.vi.18"	"2004.vii.09"	NA
"1591"	1252	54	"2004.vii.09"	"2004.vii.23"	NA
"1592"	1253	54	"2004.vii.23"	"2004.viii.05"	NA
"1593"	1254	54	"2004.viii.05"	"2004.viii.20"	NA
"1594"	1255	54	"2004.viii.20"	"2004.ix.03"	NA
"1595"	1256	54	"2004.ix.03"	"2004.ix.24"	NA
"1596"	1257	54	"2004.ix.24"	"2004.x.15"	NA
"1597"	195	55	"2003.viii.01"	"2003.viii.18"	NA
"1598"	196	55	"2003.viii.18"	"2003.ix.01"	NA
"1599"	197	55	"2003.ix.01"	"2003.ix.22"	NA
"1600"	198	55	"2003.ix.22"	"2003.x.14"	NA
"1601"	742	55	"2003.x.14"	"2003.xii.02"	NA
"1602"	743	55	"2003.xii.02"	"2004.iv.20"	NA
"1603"	744	55	"2004.iv.20"	"2004.v.28"	NA
"1604"	745	55	"2004.v.28"	"2004.vi.18"	NA
"1605"	1258	55	"2004.vi.18"	"2004.vii.09"	NA
"1606"	1259	55	"2004.vii.09"	"2004.vii.23"	NA
"1607"	1260	55	"2004.vii.23"	"2004.viii.05"	NA
"1608"	1261	55	"2004.viii.05"	"2004.viii.20"	NA
"1609"	1262	55	"2004.viii.20"	"2004.ix.03"	NA
"1610"	1263	55	"2004.ix.03"	"2004.ix.24"	NA
"1611"	1264	55	"2004.ix.24"	"2004.x.15"	NA
"1612"	199	56	"2003.viii.01"	"2003.viii.18"	NA
"1613"	200	56	"2003.viii.18"	"2003.ix.01"	NA
"1614"	201	56	"2003.ix.01"	"2003.ix.22"	NA
"1615"	202	56	"2003.ix.22"	"2003.x.14"	NA
"1616"	746	56	"2003.x.14"	"2003.xii.02"	NA
"1617"	747	56	"2003.xii.02"	"2004.iv.20"	NA
"1618"	748	56	"2004.iv.20"	"2004.v.28"	NA
"1619"	749	56	"2004.v.28"	"2004.vi.18"	NA
"1620"	1265	56	"2004.vi.18"	"2004.vii.09"	NA
"1621"	1266	56	"2004.vii.09"	"2004.vii.23"	NA
"1622"	1267	56	"2004.vii.23"	"2004.viii.05"	NA
"1623"	1268	56	"2004.viii.05"	"2004.viii.20"	NA
"1624"	1269	56	"2004.viii.20"	"2004.ix.03"	NA
"1625"	1270	56	"2004.ix.03"	"2004.ix.24"	NA
"1626"	1271	56	"2004.ix.24"	"2004.x.15"	NA
"1627"	203	57	"2003.viii.01"	"2003.viii.18"	NA
"1628"	204	57	"2003.viii.18"	"2003.ix.01"	NA
"1629"	205	57	"2003.ix.01"	"2003.ix.22"	NA
"1630"	206	57	"2003.ix.22"	"2003.x.14"	NA
"1631"	750	57	"2003.x.14"	"2003.xii.02"	NA
"1632"	751	57	"2003.xii.02"	"2004.vi.18"	NA
"1633"	1272	57	"2004.vi.18"	"2004.vii.09"	NA
"1634"	1273	57	"2004.vii.09"	"2004.vii.23"	NA
"1635"	1274	57	"2004.vii.23"	"2004.viii.05"	NA
"1636"	1275	57	"2004.viii.05"	"2004.viii.20"	NA
"1637"	1276	57	"2004.viii.20"	"2004.ix.03"	NA
"1638"	1277	57	"2004.ix.03"	"2004.ix.24"	NA
"1639"	1278	57	"2004.ix.24"	"2004.x.15"	NA
"1640"	207	58	"2003.viii.01"	"2003.viii.18"	NA
"1641"	208	58	"2003.viii.18"	"2003.ix.01"	NA
"1642"	209	58	"2003.ix.01"	"2003.ix.22"	NA
"1643"	210	58	"2003.ix.22"	"2003.x.14"	NA
"1644"	752	58	"2003.x.14"	"2003.xii.02"	NA
"1645"	753	58	"2003.xii.02"	"2004.iv.20"	NA
"1646"	754	58	"2004.iv.20"	"2004.v.28"	NA
"1647"	755	58	"2004.v.28"	"2004.vi.18"	NA
"1648"	1279	58	"2004.vi.18"	"2004.vii.09"	NA
"1649"	1280	58	"2004.vii.09"	"2004.vii.23"	NA
"1650"	1281	58	"2004.vii.23"	"2004.viii.05"	NA
"1651"	1282	58	"2004.viii.05"	"2004.viii.20"	NA
"1652"	1283	58	"2004.viii.20"	"2004.ix.03"	NA
"1653"	1284	58	"2004.ix.03"	"2004.ix.24"	NA
"1654"	1285	58	"2004.ix.24"	"2004.x.15"	NA
"1655"	211	59	"2003.viii.01"	"2003.viii.18"	NA
"1656"	212	59	"2003.viii.18"	"2003.ix.01"	NA
"1657"	213	59	"2003.ix.01"	"2003.ix.22"	NA
"1658"	214	59	"2003.ix.22"	"2003.x.14"	NA
"1659"	756	59	"2003.x.14"	"2003.xii.02"	NA
"1660"	757	59	"2003.xii.02"	"2004.v.28"	NA
"1661"	758	59	"2004.v.28"	"2004.vi.18"	NA
"1662"	1286	59	"2004.vi.18"	"2004.vii.09"	NA
"1663"	1287	59	"2004.vii.09"	"2004.vii.23"	NA
"1664"	1288	59	"2004.vii.23"	"2004.viii.05"	NA
"1665"	1289	59	"2004.viii.05"	"2004.viii.20"	NA
"1666"	1290	59	"2004.viii.20"	"2004.ix.03"	NA
"1667"	1291	59	"2004.ix.03"	"2004.ix.24"	NA
"1668"	1292	59	"2004.ix.24"	"2004.x.15"	NA
"1669"	215	60	"2003.viii.01"	"2003.viii.18"	NA
"1670"	216	60	"2003.viii.18"	"2003.ix.01"	NA
"1671"	217	60	"2003.ix.01"	"2003.ix.22"	NA
"1672"	218	60	"2003.ix.22"	"2003.x.14"	NA
"1673"	759	60	"2003.x.14"	"2003.xii.02"	NA
"1674"	760	60	"2003.xii.02"	"2004.vi.18"	NA
"1675"	1293	60	"2004.vi.18"	"2004.vii.09"	NA
"1676"	1294	60	"2004.vii.09"	"2004.vii.23"	NA
"1677"	1295	60	"2004.vii.23"	"2004.viii.05"	NA
"1678"	1296	60	"2004.viii.05"	"2004.viii.20"	NA
"1679"	1297	60	"2004.viii.20"	"2004.ix.03"	NA
"1680"	1298	60	"2004.ix.03"	"2004.ix.24"	NA
"1681"	1299	60	"2004.ix.24"	"2004.x.15"	NA
"1682"	219	61	"2003.viii.01"	"2003.viii.18"	NA
"1683"	220	61	"2003.viii.18"	"2003.ix.01"	NA
"1684"	221	61	"2003.ix.01"	"2003.ix.22"	NA
"1685"	222	61	"2003.ix.22"	"2003.x.14"	NA
"1686"	761	61	"2003.x.14"	"2003.xii.02"	NA
"1687"	762	61	"2003.xii.02"	"2004.v.28"	NA
"1688"	763	61	"2004.v.28"	"2004.vi.18"	NA
"1689"	1300	61	"2004.vi.18"	"2004.vii.09"	NA
"1690"	1301	61	"2004.vii.09"	"2004.vii.23"	NA
"1691"	1302	61	"2004.vii.23"	"2004.viii.05"	NA
"1692"	1303	61	"2004.viii.05"	"2004.viii.19"	NA
"1693"	1304	61	"2004.viii.19"	"2004.ix.03"	NA
"1694"	1305	61	"2004.ix.03"	"2004.ix.24"	NA
"1695"	1306	61	"2004.ix.24"	"2004.x.14"	NA
"1696"	1317	1000	"2005.iv.04"	"2005.v.05"	NA
"1697"	1318	1000	"2005.v.05"	"2005.v.20"	NA
"1698"	1319	1000	"2005.v.20"	"2005.vi.04"	NA
"1699"	1320	1000	"2005.vi.04"	"2005.vi.19"	NA
"1700"	1321	1000	"2005.vi.19"	"2005.vi.27"	NA
"1701"	1322	1000	"2005.vi.27"	"2005.vii.02"	NA
"1702"	1323	1000	"2005.vii.02"	"2005.vii.12"	NA
"1703"	1324	1000	"2005.vii.12"	"2005.vii.18"	NA
"1704"	1325	1000	"2005.vii.18"	"2005.viii.02"	NA
"1705"	1359	1000	"2005.viii.02"	"2005.viii.13"	NA
"1706"	1360	1000	"2005.viii.13"	"2005.viii.24"	NA
"1707"	1362	1000	"2005.viii.24"	"2005.ix.12"	NA
"1708"	1367	1000	"2005.ix.12"	"2005.x.10"	NA
"1709"	1428	1000	"2005.x.10"	"2005.xi.12"	NA
"1710"	1429	1000	"2005.xi.12"	"2005.xii.28"	" "
"1711"	1430	1000	"2005.xii.28"	"2006.iii.16"	NA
"1712"	1431	1000	"2006.iii.16"	"2006.iv.27"	NA
"1713"	1432	1000	"2006.iv.27"	"2006.v.18"	NA
"1714"	1433	1000	"2006.v.18"	"2006.vi.15"	NA
"1715"	1326	1001	"2005.iv.04"	"2005.v.05"	NA
"1716"	1327	1001	"2005.v.05"	"2005.v.20"	NA
"1717"	1328	1001	"2005.v.20"	"2005.vi.04"	NA
"1718"	1329	1001	"2005.vi.04"	"2005.vi.19"	NA
"1719"	1330	1001	"2005.vi.19"	"2005.vi.27"	NA
"1720"	1331	1001	"2005.vi.27"	"2005.vii.02"	NA
"1721"	1332	1001	"2005.vii.02"	"2005.vii.12"	NA
"1722"	1333	1001	"2005.vii.12"	"2005.vii.18"	NA
"1723"	1334	1001	"2005.vii.18"	"2005.vii.25"	NA
"1724"	1335	1001	"2005.vii.25"	"2005.viii.02"	NA
"1725"	1354	1001	"2005.viii.02"	"2005.viii.13"	NA
"1726"	1355	1001	"2005.viii.13"	"2005.viii.24"	NA
"1727"	1361	1001	"2005.viii.24"	"2005.ix.12"	NA
"1728"	1366	1001	"2005.ix.12"	"2005.x.10"	NA
"1729"	1434	1001	"2005.x.10"	"2005.xi.12"	NA
"1730"	1435	1001	"2005.xi.12"	"2005.xii.28"	NA
"1731"	1473	1001	"2005.xii.28"	"2006.iii.16"	NA
"1732"	1511	1001	"2006.iii.16"	"2006.iv.27"	NA
"1733"	1565	1001	"2006.iv.27"	"2006.v.18"	NA
"1734"	1728	1001	"2006.v.18"	"2006.vi.15"	NA
"1735"	1368	1002	"2005.iii.05"	"2005.iv.02"	NA
"1736"	1369	1002	"2005.iv.02"	"2005.iv.26"	NA
"1737"	1370	1002	"2005.iv.26"	"2005.v.14"	NA
"1738"	1371	1002	"2005.v.14"	"2005.vi.04"	NA
"1739"	1372	1002	"2005.vi.04"	"2005.vi.18"	NA
"1740"	1373	1002	"2005.vi.18"	"2005.vi.25"	NA
"1741"	1374	1002	"2005.vi.25"	"2005.vii.07"	NA
"1742"	1375	1002	"2005.vii.07"	"2005.vii.15"	NA
"1743"	1376	1002	"2005.vii.15"	"2005.vii.23"	NA
"1744"	1378	1002	"2005.vii.23"	"2005.viii.12"	NA
"1745"	1379	1002	"2005.viii.12"	"2005.viii.24"	NA
"1746"	1380	1002	"2005.viii.24"	"2005.ix.12"	NA
"1747"	1890	1002	"2005.ix.12"	"2005.x.03"	NA
"1748"	1891	1002	"2005.x.03"	"2005.x.31"	NA
"1749"	1892	1002	"2005.x.31"	"2005.xi.03"	NA
"1750"	1893	1002	"2005.xi.03"	"2006.i.03"	NA
"1751"	1894	1002	"2006.i.03"	"2006.ii.19"	NA
"1752"	1895	1002	"2006.ii.19"	"2006.v.07"	NA
"1753"	1381	1003	"2005.iii.04"	"2005.iv.03"	NA
"1754"	1382	1003	"2005.iv.03"	"2005.iv.26"	NA
"1755"	1383	1003	"2005.iv.26"	"2005.v.22"	NA
"1756"	1384	1003	"2005.v.22"	"2005.vi.05"	NA
"1757"	1385	1003	"2005.vi.05"	"2005.vi.18"	NA
"1758"	1386	1003	"2005.vi.18"	"2005.vi.27"	NA
"1759"	1387	1003	"2005.vi.27"	"2005.vii.10"	NA
"1760"	1388	1003	"2005.vii.10"	"2005.vii.24"	NA
"1761"	1389	1003	"2005.vii.24"	"2005.ix.12"	NA
"1762"	1896	1003	"2005.ix.12"	"2005.xi.03"	NA
"1763"	2008	1003	"2005.xi.03"	"2006.i.03"	NA
"1764"	2009	1003	"2006.i.03 "	"2006.ii.19"	NA
"1765"	1897	1003	"2006.ii.19"	"2006.v.06"	NA
